level	ref	datatype	occurrence	XPath
40040	5	cbc:BirthDate	Date	0..1	/Invoice/cac:ContractDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:Person/cbc:BirthDate
40050	5	cbc:BirthplaceName	Text	0..1	/Invoice/cac:ContractDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:Person/cbc:BirthplaceName
40060	5	cbc:OrganizationDepartment	Text	0..1	/Invoice/cac:ContractDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:Person/cbc:OrganizationDepartment
40070	5	cac:Contact	ContactType	0..1	/Invoice/cac:ContractDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:Person/cac:Contact
40080	5	cac:FinancialAccount	FinancialAccountType	0..1	/Invoice/cac:ContractDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:Person/cac:FinancialAccount
40090	5	cac:ResidenceAddress	AddressType	0..1	/Invoice/cac:ContractDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:Person/cac:ResidenceAddress
40100	4	cac:AgentParty	PartyType	0..1	/Invoice/cac:ContractDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:AgentParty
40110	4	cac:ServiceProviderParty	ServiceProviderPartyType	0..n	/Invoice/cac:ContractDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:ServiceProviderParty
40120	5	cbc:ID	Identifier	0..1	/Invoice/cac:ContractDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:ServiceProviderParty/cbc:ID
40130	5	cbc:ServiceTypeCode	Code	0..1	/Invoice/cac:ContractDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:ServiceProviderParty/cbc:ServiceTypeCode
40140	5	cbc:ServiceType	Text	0..n	/Invoice/cac:ContractDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:ServiceProviderParty/cbc:ServiceType
40150	5	cac:SellerContact	ContactType	0..1	/Invoice/cac:ContractDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:ServiceProviderParty/cac:SellerContact
40160	4	cac:PowerOfAttorney	PowerOfAttorneyType	0..n	/Invoice/cac:ContractDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PowerOfAttorney
40170	5	cbc:ID	Identifier	0..1	/Invoice/cac:ContractDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PowerOfAttorney/cbc:ID
40180	5	cbc:IssueDate	Date	0..1	/Invoice/cac:ContractDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PowerOfAttorney/cbc:IssueDate
40190	5	cbc:IssueTime	Time	0..1	/Invoice/cac:ContractDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PowerOfAttorney/cbc:IssueTime
40200	5	cbc:Description	Text	0..n	/Invoice/cac:ContractDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PowerOfAttorney/cbc:Description
40210	4	cac:FinancialAccount	FinancialAccountType	0..1	/Invoice/cac:ContractDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:FinancialAccount
40220	5	cbc:ID	Identifier	0..1	/Invoice/cac:ContractDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:FinancialAccount/cbc:ID
40230	5	cbc:Name	Name	0..1	/Invoice/cac:ContractDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:FinancialAccount/cbc:Name
40240	5	cbc:AliasName	Name	0..1	/Invoice/cac:ContractDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:FinancialAccount/cbc:AliasName
40250	5	cbc:AccountTypeCode	Code	0..1	/Invoice/cac:ContractDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:FinancialAccount/cbc:AccountTypeCode
40260	5	cbc:AccountFormatCode	Code	0..1	/Invoice/cac:ContractDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:FinancialAccount/cbc:AccountFormatCode
40270	5	cbc:CurrencyCode	Code	0..1	/Invoice/cac:ContractDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:FinancialAccount/cbc:CurrencyCode
40280	5	cbc:PaymentNote	Text	0..n	/Invoice/cac:ContractDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:FinancialAccount/cbc:PaymentNote
40290	5	cac:FinancialInstitutionBranch	BranchType	0..1	/Invoice/cac:ContractDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:FinancialAccount/cac:FinancialInstitutionBranch
40300	5	cac:Country	CountryType	0..1	/Invoice/cac:ContractDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:FinancialAccount/cac:Country
40310	1	cac:AdditionalDocumentReference	DocumentReferenceType	0..n	/Invoice/cac:AdditionalDocumentReference
40320	2	cbc:ID	Identifier	1..1	/Invoice/cac:AdditionalDocumentReference/cbc:ID
40330	2	cbc:CopyIndicator	Indicator	0..1	/Invoice/cac:AdditionalDocumentReference/cbc:CopyIndicator
40340	2	cbc:UUID	Identifier	0..1	/Invoice/cac:AdditionalDocumentReference/cbc:UUID
40350	2	cbc:IssueDate	Date	0..1	/Invoice/cac:AdditionalDocumentReference/cbc:IssueDate
40360	2	cbc:IssueTime	Time	0..1	/Invoice/cac:AdditionalDocumentReference/cbc:IssueTime
40370	2	cbc:DocumentTypeCode	Code	0..1	/Invoice/cac:AdditionalDocumentReference/cbc:DocumentTypeCode
40380	2	cbc:DocumentType	Text	0..1	/Invoice/cac:AdditionalDocumentReference/cbc:DocumentType
40390	2	cbc:XPath	Text	0..n	/Invoice/cac:AdditionalDocumentReference/cbc:XPath
40400	2	cbc:LanguageID	Identifier	0..1	/Invoice/cac:AdditionalDocumentReference/cbc:LanguageID
40410	2	cbc:LocaleCode	Code	0..1	/Invoice/cac:AdditionalDocumentReference/cbc:LocaleCode
40420	2	cbc:VersionID	Identifier	0..1	/Invoice/cac:AdditionalDocumentReference/cbc:VersionID
40430	2	cbc:DocumentStatusCode	Code	0..1	/Invoice/cac:AdditionalDocumentReference/cbc:DocumentStatusCode
40440	2	cbc:DocumentDescription	Text	0..n	/Invoice/cac:AdditionalDocumentReference/cbc:DocumentDescription
40450	2	cac:Attachment	AttachmentType	0..1	/Invoice/cac:AdditionalDocumentReference/cac:Attachment
40460	3	cbc:EmbeddedDocumentBinaryObject	BinaryObject	0..1	/Invoice/cac:AdditionalDocumentReference/cac:Attachment/cbc:EmbeddedDocumentBinaryObject
40470	3	cac:ExternalReference	ExternalReferenceType	0..1	/Invoice/cac:AdditionalDocumentReference/cac:Attachment/cac:ExternalReference
40480	4	cbc:URI	Identifier	0..1	/Invoice/cac:AdditionalDocumentReference/cac:Attachment/cac:ExternalReference/cbc:URI
40490	4	cbc:DocumentHash	Text	0..1	/Invoice/cac:AdditionalDocumentReference/cac:Attachment/cac:ExternalReference/cbc:DocumentHash
40500	4	cbc:HashAlgorithmMethod	Text	0..1	/Invoice/cac:AdditionalDocumentReference/cac:Attachment/cac:ExternalReference/cbc:HashAlgorithmMethod
40510	4	cbc:ExpiryDate	Date	0..1	/Invoice/cac:AdditionalDocumentReference/cac:Attachment/cac:ExternalReference/cbc:ExpiryDate
40520	4	cbc:ExpiryTime	Time	0..1	/Invoice/cac:AdditionalDocumentReference/cac:Attachment/cac:ExternalReference/cbc:ExpiryTime
40530	4	cbc:MimeCode	Code	0..1	/Invoice/cac:AdditionalDocumentReference/cac:Attachment/cac:ExternalReference/cbc:MimeCode
40540	4	cbc:FormatCode	Code	0..1	/Invoice/cac:AdditionalDocumentReference/cac:Attachment/cac:ExternalReference/cbc:FormatCode
40550	4	cbc:EncodingCode	Code	0..1	/Invoice/cac:AdditionalDocumentReference/cac:Attachment/cac:ExternalReference/cbc:EncodingCode
40560	4	cbc:CharacterSetCode	Code	0..1	/Invoice/cac:AdditionalDocumentReference/cac:Attachment/cac:ExternalReference/cbc:CharacterSetCode
40570	4	cbc:FileName	Name	0..1	/Invoice/cac:AdditionalDocumentReference/cac:Attachment/cac:ExternalReference/cbc:FileName
40580	4	cbc:Description	Text	0..n	/Invoice/cac:AdditionalDocumentReference/cac:Attachment/cac:ExternalReference/cbc:Description
40590	2	cac:ValidityPeriod	PeriodType	0..1	/Invoice/cac:AdditionalDocumentReference/cac:ValidityPeriod
40600	3	cbc:StartDate	Date	0..1	/Invoice/cac:AdditionalDocumentReference/cac:ValidityPeriod/cbc:StartDate
40610	3	cbc:StartTime	Time	0..1	/Invoice/cac:AdditionalDocumentReference/cac:ValidityPeriod/cbc:StartTime
40620	3	cbc:EndDate	Date	0..1	/Invoice/cac:AdditionalDocumentReference/cac:ValidityPeriod/cbc:EndDate
40630	3	cbc:EndTime	Time	0..1	/Invoice/cac:AdditionalDocumentReference/cac:ValidityPeriod/cbc:EndTime
40640	3	cbc:DurationMeasure	Measure	0..1	/Invoice/cac:AdditionalDocumentReference/cac:ValidityPeriod/cbc:DurationMeasure
40650	3	cbc:DescriptionCode	Code	0..n	/Invoice/cac:AdditionalDocumentReference/cac:ValidityPeriod/cbc:DescriptionCode
40660	3	cbc:Description	Text	0..n	/Invoice/cac:AdditionalDocumentReference/cac:ValidityPeriod/cbc:Description
40670	2	cac:IssuerParty	PartyType	0..1	/Invoice/cac:AdditionalDocumentReference/cac:IssuerParty
40680	3	cbc:MarkCareIndicator	Indicator	0..1	/Invoice/cac:AdditionalDocumentReference/cac:IssuerParty/cbc:MarkCareIndicator
40690	3	cbc:MarkAttentionIndicator	Indicator	0..1	/Invoice/cac:AdditionalDocumentReference/cac:IssuerParty/cbc:MarkAttentionIndicator
40700	3	cbc:WebsiteURI	Identifier	0..1	/Invoice/cac:AdditionalDocumentReference/cac:IssuerParty/cbc:WebsiteURI
40710	3	cbc:LogoReferenceID	Identifier	0..1	/Invoice/cac:AdditionalDocumentReference/cac:IssuerParty/cbc:LogoReferenceID
40720	3	cbc:EndpointID	Identifier	0..1	/Invoice/cac:AdditionalDocumentReference/cac:IssuerParty/cbc:EndpointID
40730	3	cbc:IndustryClassificationCode	Code	0..1	/Invoice/cac:AdditionalDocumentReference/cac:IssuerParty/cbc:IndustryClassificationCode
40740	3	cac:PartyIdentification	PartyIdentificationType	0..n	/Invoice/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PartyIdentification
40750	4	cbc:ID	Identifier	1..1	/Invoice/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PartyIdentification/cbc:ID
40760	3	cac:PartyName	PartyNameType	0..n	/Invoice/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PartyName
40770	4	cbc:Name	Name	1..1	/Invoice/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PartyName/cbc:Name
40780	3	cac:Language	LanguageType	0..1	/Invoice/cac:AdditionalDocumentReference/cac:IssuerParty/cac:Language
40790	4	cbc:ID	Identifier	0..1	/Invoice/cac:AdditionalDocumentReference/cac:IssuerParty/cac:Language/cbc:ID
40800	4	cbc:Name	Name	0..1	/Invoice/cac:AdditionalDocumentReference/cac:IssuerParty/cac:Language/cbc:Name
40810	4	cbc:LocaleCode	Code	0..1	/Invoice/cac:AdditionalDocumentReference/cac:IssuerParty/cac:Language/cbc:LocaleCode
40820	3	cac:PostalAddress	AddressType	0..1	/Invoice/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PostalAddress
40830	4	cbc:ID	Identifier	0..1	/Invoice/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:ID
40840	4	cbc:AddressTypeCode	Code	0..1	/Invoice/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:AddressTypeCode
40850	4	cbc:AddressFormatCode	Code	0..1	/Invoice/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:AddressFormatCode
40860	4	cbc:Postbox	Text	0..1	/Invoice/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:Postbox
40870	4	cbc:Floor	Text	0..1	/Invoice/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:Floor
40880	4	cbc:Room	Text	0..1	/Invoice/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:Room
40890	4	cbc:StreetName	Name	0..1	/Invoice/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:StreetName
40900	4	cbc:AdditionalStreetName	Name	0..1	/Invoice/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:AdditionalStreetName
40910	4	cbc:BlockName	Name	0..1	/Invoice/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:BlockName
40920	4	cbc:BuildingName	Name	0..1	/Invoice/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:BuildingName
40930	4	cbc:BuildingNumber	Text	0..1	/Invoice/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:BuildingNumber
40940	4	cbc:InhouseMail	Text	0..1	/Invoice/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:InhouseMail
40950	4	cbc:Department	Text	0..1	/Invoice/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:Department
40960	4	cbc:MarkAttention	Text	0..1	/Invoice/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:MarkAttention
40970	4	cbc:MarkCare	Text	0..1	/Invoice/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:MarkCare
40980	4	cbc:PlotIdentification	Text	0..1	/Invoice/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:PlotIdentification
40990	4	cbc:CitySubdivisionName	Name	0..1	/Invoice/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:CitySubdivisionName
41000	4	cbc:CityName	Name	0..1	/Invoice/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:CityName
41010	4	cbc:PostalZone	Text	0..1	/Invoice/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:PostalZone
41020	4	cbc:CountrySubentity	Text	0..1	/Invoice/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:CountrySubentity
41030	4	cbc:CountrySubentityCode	Code	0..1	/Invoice/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:CountrySubentityCode
41040	4	cbc:Region	Text	0..1	/Invoice/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:Region
41050	4	cbc:District	Text	0..1	/Invoice/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:District
41060	4	cbc:TimezoneOffset	Text	0..1	/Invoice/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:TimezoneOffset
41070	4	cac:AddressLine	AddressLineType	0..n	/Invoice/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PostalAddress/cac:AddressLine
41080	5	cbc:Line	Text	1..1	/Invoice/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PostalAddress/cac:AddressLine/cbc:Line
41090	4	cac:Country	CountryType	0..1	/Invoice/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PostalAddress/cac:Country
41100	5	cbc:IdentificationCode	Code	0..1	/Invoice/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PostalAddress/cac:Country/cbc:IdentificationCode
41110	5	cbc:Name	Name	0..1	/Invoice/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PostalAddress/cac:Country/cbc:Name
41120	4	cac:LocationCoordinate	LocationCoordinateType	0..n	/Invoice/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PostalAddress/cac:LocationCoordinate
41130	5	cbc:CoordinateSystemCode	Code	0..1	/Invoice/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PostalAddress/cac:LocationCoordinate/cbc:CoordinateSystemCode
41140	5	cbc:LatitudeDegreesMeasure	Measure	0..1	/Invoice/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PostalAddress/cac:LocationCoordinate/cbc:LatitudeDegreesMeasure
41150	5	cbc:LatitudeMinutesMeasure	Measure	0..1	/Invoice/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PostalAddress/cac:LocationCoordinate/cbc:LatitudeMinutesMeasure
41160	5	cbc:LatitudeDirectionCode	Code	0..1	/Invoice/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PostalAddress/cac:LocationCoordinate/cbc:LatitudeDirectionCode
41170	5	cbc:LongitudeDegreesMeasure	Measure	0..1	/Invoice/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PostalAddress/cac:LocationCoordinate/cbc:LongitudeDegreesMeasure
41180	5	cbc:LongitudeMinutesMeasure	Measure	0..1	/Invoice/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PostalAddress/cac:LocationCoordinate/cbc:LongitudeMinutesMeasure
41190	5	cbc:LongitudeDirectionCode	Code	0..1	/Invoice/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PostalAddress/cac:LocationCoordinate/cbc:LongitudeDirectionCode
41200	5	cbc:AltitudeMeasure	Measure	0..1	/Invoice/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PostalAddress/cac:LocationCoordinate/cbc:AltitudeMeasure
41210	3	cac:PhysicalLocation	LocationType	0..1	/Invoice/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PhysicalLocation
41220	4	cbc:ID	Identifier	0..1	/Invoice/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PhysicalLocation/cbc:ID
41230	4	cbc:Description	Text	0..n	/Invoice/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PhysicalLocation/cbc:Description
41240	4	cbc:Conditions	Text	0..n	/Invoice/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PhysicalLocation/cbc:Conditions
41250	4	cbc:CountrySubentity	Text	0..1	/Invoice/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PhysicalLocation/cbc:CountrySubentity
41260	4	cbc:CountrySubentityCode	Code	0..1	/Invoice/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PhysicalLocation/cbc:CountrySubentityCode
41270	4	cbc:LocationTypeCode	Code	0..1	/Invoice/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PhysicalLocation/cbc:LocationTypeCode
41280	4	cbc:InformationURI	Identifier	0..1	/Invoice/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PhysicalLocation/cbc:InformationURI
41290	4	cbc:Name	Name	0..1	/Invoice/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PhysicalLocation/cbc:Name
41300	4	cac:ValidityPeriod	PeriodType	0..n	/Invoice/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PhysicalLocation/cac:ValidityPeriod
41310	5	cbc:StartDate	Date	0..1	/Invoice/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PhysicalLocation/cac:ValidityPeriod/cbc:StartDate
41320	5	cbc:StartTime	Time	0..1	/Invoice/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PhysicalLocation/cac:ValidityPeriod/cbc:StartTime
41330	5	cbc:EndDate	Date	0..1	/Invoice/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PhysicalLocation/cac:ValidityPeriod/cbc:EndDate
41340	5	cbc:EndTime	Time	0..1	/Invoice/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PhysicalLocation/cac:ValidityPeriod/cbc:EndTime
41350	5	cbc:DurationMeasure	Measure	0..1	/Invoice/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PhysicalLocation/cac:ValidityPeriod/cbc:DurationMeasure
41360	5	cbc:DescriptionCode	Code	0..n	/Invoice/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PhysicalLocation/cac:ValidityPeriod/cbc:DescriptionCode
41370	5	cbc:Description	Text	0..n	/Invoice/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PhysicalLocation/cac:ValidityPeriod/cbc:Description
41380	4	cac:Address	AddressType	0..1	/Invoice/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PhysicalLocation/cac:Address
41390	5	cbc:ID	Identifier	0..1	/Invoice/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PhysicalLocation/cac:Address/cbc:ID
41400	5	cbc:AddressTypeCode	Code	0..1	/Invoice/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PhysicalLocation/cac:Address/cbc:AddressTypeCode
41410	5	cbc:AddressFormatCode	Code	0..1	/Invoice/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PhysicalLocation/cac:Address/cbc:AddressFormatCode
41420	5	cbc:Postbox	Text	0..1	/Invoice/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PhysicalLocation/cac:Address/cbc:Postbox
41430	5	cbc:Floor	Text	0..1	/Invoice/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PhysicalLocation/cac:Address/cbc:Floor
41440	5	cbc:Room	Text	0..1	/Invoice/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PhysicalLocation/cac:Address/cbc:Room
41450	5	cbc:StreetName	Name	0..1	/Invoice/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PhysicalLocation/cac:Address/cbc:StreetName
41460	5	cbc:AdditionalStreetName	Name	0..1	/Invoice/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PhysicalLocation/cac:Address/cbc:AdditionalStreetName
41470	5	cbc:BlockName	Name	0..1	/Invoice/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PhysicalLocation/cac:Address/cbc:BlockName
41480	5	cbc:BuildingName	Name	0..1	/Invoice/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PhysicalLocation/cac:Address/cbc:BuildingName
41490	5	cbc:BuildingNumber	Text	0..1	/Invoice/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PhysicalLocation/cac:Address/cbc:BuildingNumber
41500	5	cbc:InhouseMail	Text	0..1	/Invoice/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PhysicalLocation/cac:Address/cbc:InhouseMail
41510	5	cbc:Department	Text	0..1	/Invoice/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PhysicalLocation/cac:Address/cbc:Department
41520	5	cbc:MarkAttention	Text	0..1	/Invoice/cac:AdditionalDocumentReference/cac:IssuerParty/cac:PhysicalLocation/cac:Address/cbc:MarkAttention
